mu	lambda	eps	turnover	netdiv	psi	ntip	m.type	k.type	k.ratio
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	378	808	0.681281619
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	424	871	0.672586873
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	365	704	0.658559401
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	314	699	0.690029615
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	587	1138	0.659710145
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	435	893	0.672439759
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	271	640	0.702524698
0.091891892	0.108108108	0.85	0.2	0.016216216	0.1	200	485	966	0.66574776
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	334	535	0.615650173
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	217	372	0.631578947
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	208	343	0.622504537
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	475	712	0.599831508
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	348	502	0.590588235
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	398	597	0.6
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	301	507	0.627475248
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	217	396	0.646003263
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	411	646	0.611163671
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	268	404	0.601190476
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	315	492	0.609665428
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	287	499	0.634860051
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	396	580	0.594262295
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	288	519	0.643122677
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	153	338	0.688391039
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	367	554	0.601520087
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	373	581	0.609014675
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	329	525	0.614754098
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	304	529	0.635054022
0.137837838	0.162162162	0.85	0.3	0.024324324	0.1	200	322	559	0.634506243
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	185	261	0.585201794
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	227	326	0.589511754
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	314	449	0.588466579
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	345	438	0.559386973
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	347	427	0.551679587
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	194	288	0.597510373
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	196	292	0.598360656
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	189	312	0.622754491
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	203	312	0.605825243
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	141	260	0.648379052
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	223	305	0.577651515
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	171	275	0.616591928
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	178	270	0.602678571
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	326	424	0.565333333
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	275	333	0.547697368
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	182	262	0.59009009
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	165	263	0.614485981
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	187	287	0.605485232
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	224	331	0.596396396
0.183783784	0.216216216	0.85	0.4	0.032432432	0.1	200	293	399	0.576589595
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	189	271	0.589130435
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	211	244	0.536263736
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	280	341	0.549114332
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	185	277	0.5995671
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	163	235	0.590452261
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	314	345	0.523520486
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	148	245	0.623409669
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	192	217	0.530562347
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	231	257	0.526639344
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	180	245	0.576470588
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	319	341	0.516666667
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	215	260	0.547368421
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	177	219	0.553030303
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	137	203	0.597058824
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	166	207	0.554959786
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	92	156	0.629032258
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	302	372	0.551928783
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	140	201	0.589442815
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	147	214	0.592797784
0.22972973	0.27027027	0.85	0.5	0.040540541	0.1	200	229	287	0.55620155
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	172	210	0.54973822
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	266	291	0.522441652
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	186	223	0.545232274
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	186	208	0.527918782
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	188	217	0.535802469
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	321	353	0.523738872
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	201	247	0.551339286
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	229	264	0.535496957
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	124	198	0.614906832
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	228	219	0.489932886
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	164	205	0.555555556
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	326	351	0.518463811
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	196	209	0.516049383
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	205	226	0.524361949
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	139	193	0.581325301
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	285	264	0.480874317
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	181	248	0.578088578
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	165	201	0.549180328
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	174	197	0.530997305
0.275675676	0.324324324	0.85	0.6	0.048648649	0.1	200	191	203	0.515228426
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	184	176	0.488888889
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	230	204	0.470046083
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	175	189	0.519230769
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	128	152	0.542857143
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	171	159	0.481818182
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	168	190	0.530726257
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	135	151	0.527972028
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	156	205	0.567867036
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	175	169	0.49127907
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	178	163	0.478005865
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	152	152	0.5
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	141	181	0.562111801
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	142	148	0.510344828
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	85	126	0.597156398
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	147	180	0.550458716
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	208	200	0.490196078
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	257	277	0.518726592
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	142	177	0.554858934
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	156	159	0.504761905
0.321621622	0.378378378	0.85	0.7	0.056756757	0.1	200	135	146	0.519572954
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	123	133	0.51953125
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	167	162	0.492401216
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	244	233	0.488469602
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	116	131	0.530364372
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	158	161	0.504702194
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	179	166	0.48115942
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	186	188	0.502673797
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	137	133	0.492592593
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	197	155	0.440340909
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	141	170	0.546623794
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	160	164	0.50617284
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	138	138	0.5
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	164	178	0.520467836
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	108	143	0.569721116
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	141	164	0.537704918
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	181	161	0.470760234
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	114	141	0.552941176
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	204	185	0.475578406
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	71	117	0.622340426
0.367567568	0.432432432	0.85	0.8	0.064864865	0.1	200	288	266	0.480144404
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	180	166	0.479768786
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	141	156	0.525252525
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	76	76	0.5
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	112	109	0.49321267
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	171	160	0.483383686
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	77	89	0.536144578
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	249	205	0.45154185
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	124	116	0.483333333
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	139	128	0.479400749
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	130	128	0.496124031
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	73	94	0.562874251
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	176	134	0.432258065
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	118	88	0.427184466
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	97	118	0.548837209
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	177	168	0.486956522
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	122	114	0.483050847
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	153	149	0.493377483
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	136	123	0.474903475
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	107	136	0.559670782
0.413513514	0.486486486	0.85	0.9	0.072972973	0.1	200	146	133	0.476702509
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	159	122	0.434163701
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	165	130	0.440677966
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	125	129	0.507874016
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	185	141	0.432515337
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	72	73	0.503448276
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	139	123	0.469465649
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	112	109	0.49321267
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	103	117	0.531818182
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	152	129	0.459074733
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	116	123	0.514644351
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	80	112	0.583333333
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	85	66	0.437086093
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	120	124	0.508196721
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	125	145	0.537037037
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	170	137	0.446254072
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	83	113	0.576530612
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	154	130	0.457746479
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	129	137	0.515037594
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	115	95	0.452380952
0.459459459	0.540540541	0.85	1	0.081081081	0.1	200	141	125	0.469924812
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1636	4890	0.749310451
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1053	3112	0.747178872
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1442	4306	0.749130132
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1578	4752	0.7507109
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	2478	6942	0.736942675
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1837	5548	0.751252539
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	3254	9360	0.742032662
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	920	2823	0.754207855
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1452	4158	0.741176471
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1519	4427	0.744534141
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	2197	6427	0.745245826
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1943	5693	0.745547407
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1905	5518	0.743365216
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1923	5445	0.739006515
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1884	5584	0.747723621
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	2227	6259	0.737567759
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1724	4936	0.741141141
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1283	3907	0.752793834
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	977	2998	0.754213836
0.048717949	0.051282051	0.95	0.1	0.002564103	0.1	200	1468	4512	0.75451505
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	522	1041	0.666026871
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1018	1751	0.632358252
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	4817	8056	0.62580595
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1176	2028	0.632958801
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1861	3022	0.618881835
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1101	1958	0.640078457
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	2033	3518	0.633759683
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1564	2655	0.629296042
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	2375	3941	0.623970868
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1440	2551	0.639188173
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	957	1705	0.640495868
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1324	2255	0.630064264
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	2456	4176	0.629674306
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	816	1499	0.647516199
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1399	2378	0.629600212
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	740	1392	0.652908068
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1229	2163	0.637676887
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1020	1795	0.637655417
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	775	1418	0.646602827
0.097435897	0.102564103	0.95	0.2	0.005128205	0.1	200	1132	2081	0.647681295
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	490	732	0.599018003
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1663	2150	0.563860477
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	997	1357	0.57646559
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1070	1469	0.578574242
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	2577	3318	0.562849873
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1303	1795	0.579406068
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1362	1783	0.566931638
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1594	2048	0.562328391
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1062	1449	0.577060932
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	875	1266	0.591312471
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1181	1553	0.568032187
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	679	972	0.588734101
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	550	815	0.597069597
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	2137	2639	0.552554439
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1672	2205	0.568738716
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	766	1080	0.585048754
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	980	1328	0.575389948
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1045	1340	0.561844864
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1402	1827	0.565809848
0.146153846	0.153846154	0.95	0.3	0.007692308	0.1	200	1507	2012	0.571753339
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	854	954	0.527654867
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	1495	1634	0.522211569
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	530	627	0.541918755
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	1846	2008	0.521017125
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	1482	1604	0.519766688
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	276	387	0.583710407
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	947	1069	0.530257937
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	2036	2148	0.513384321
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	790	964	0.549600912
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	2154	2323	0.518874246
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	2302	2425	0.513010366
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	406	479	0.541242938
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	422	552	0.566735113
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	1065	1177	0.524977698
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	475	575	0.547619048
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	839	911	0.520571429
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	641	724	0.53040293
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	750	878	0.539312039
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	1153	1278	0.525709585
0.194871795	0.205128205	0.95	0.4	0.01025641	0.1	200	1129	1157	0.506124234
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	532	535	0.501405811
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	895	824	0.479348458
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	747	759	0.503984064
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	726	729	0.501030928
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	308	332	0.51875
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	813	809	0.498766954
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	521	542	0.509877705
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	1123	973	0.464217557
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	389	423	0.520935961
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	542	563	0.509502262
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	754	677	0.473095737
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	443	454	0.50613155
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	1175	1061	0.47450805
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	964	881	0.477506775
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	902	841	0.482501434
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	420	445	0.514450867
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	702	712	0.503536068
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	611	613	0.500816993
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	438	441	0.501706485
0.243589744	0.256410256	0.95	0.5	0.012820513	0.1	200	1118	1023	0.477814106
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	673	595	0.469242902
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	881	760	0.463132236
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	727	657	0.474710983
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	419	345	0.451570681
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	411	375	0.477099237
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	1239	1062	0.461538462
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	414	376	0.475949367
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	862	753	0.46625387
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	467	436	0.482834994
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	1017	887	0.465861345
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	673	554	0.451507742
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	1265	1054	0.454506253
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	738	627	0.459340659
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	388	376	0.492146597
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	756	635	0.456506111
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	281	304	0.51965812
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	746	662	0.470170455
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	787	634	0.446164673
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	828	741	0.472275335
0.292307692	0.307692308	0.95	0.6	0.015384615	0.1	200	726	590	0.448328267
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	650	503	0.436253252
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	725	554	0.433150899
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	803	623	0.436886396
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	656	506	0.43545611
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	510	438	0.462025316
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	562	466	0.453307393
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	765	623	0.448847262
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	200	212	0.514563107
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	436	336	0.435233161
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	344	327	0.48733234
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	974	710	0.421615202
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	783	615	0.439914163
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	962	702	0.421875
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	338	296	0.466876972
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	359	295	0.451070336
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	750	549	0.422632794
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	487	412	0.458286986
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	1065	801	0.42926045
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	1853	1345	0.42057536
0.341025641	0.358974359	0.95	0.7	0.017948718	0.1	200	396	395	0.499367889
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	401	328	0.449931413
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	428	324	0.430851064
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	799	564	0.413793103
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	897	639	0.416015625
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	331	266	0.445561139
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	467	343	0.42345679
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	351	287	0.44984326
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	193	169	0.466850829
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	214	182	0.45959596
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	477	373	0.438823529
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	532	412	0.436440678
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	904	639	0.414128321
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	741	522	0.413301663
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	189	215	0.532178218
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	775	570	0.423791822
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	279	250	0.472589792
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	623	460	0.424746076
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	664	473	0.416007036
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	598	458	0.433712121
0.38974359	0.41025641	0.95	0.8	0.020512821	0.1	200	343	285	0.453821656
0.438461538	0.461538462	0.95	0.9	0.023076923	0.1	200	317	242	0.432915921
0.438461538	0.461538462	0.95	0.9	0.023076923	0.1	200	162	133	0.450847458
